楼房名称,价格（套/万元）,单价（元/m2）,地址,房间样式,房间规模（m2）,楼层规模
恒大名都精装两房，中等楼层。看房方便,81,8438,淮安恒大名都 ,2室2厅 ,96, 中楼层
富源尚城 婚装未住过 3房 满2年 诚心出售 看房方便,91,8634,富源尚城 ,3室2厅 ,105.4, 低楼层
河畔花城楼层好，采光好，业主诚意出售.,116,9717,河畔花城 ,3室2厅 ,119.39, 高楼层
板闸家苑中间层，采光充足，户型方正,62.8,6409,板闸家苑 ,3室1厅 ,98, 中楼层
钵池小区  经典户型3房朝南看房随时方便,79.9,6496,钵池小区 ,4室2厅 ,123, 中楼层
帝景蓝湾 毛坯两房 有钥匙 看房方便,65,8125,帝景蓝湾(淮阴区) ,2室1厅 ,80, 高楼层
郁金蓝湾旁 书院名居   三房2卫 户型方正 超大入户,89,8050,书院名居 ,3室2厅 ,110.56, 高楼层
经典3室3个阳台，上学方便，安静，满2年税少，有钥匙,83.6,8039,金色阳光城 ,3室2厅 ,104, 高楼层
亿力未来城二期 好房出售 婚装基本没住,178,12715,亿力未来城二期 ,3室2厅 ,140, 低楼层
房型好   环境好 采光好 物业管理好,430,10000,维科皇家花园 ,7室3厅 ,430, 3层  
翔宇大道边，上海新城，毛坯3房出售,90,7895,上海新城 ,3室2厅 ,114, 高楼层
京河湾毛坯复式电梯房倾情出售中,118,7010,京河湾公寓南区 ,5室3厅 ,168.35, 高楼层
融侨华府 三房毛坯 价格美丽 高层中间层西边户 水渡,113,8089,融侨·华府 ,3室2厅 ,139.7, 高楼层
钥匙房 河滨花苑 中等装修 大润发商圈 含车库,64.8,6000,河滨花苑 ,3室2厅 ,108, 高楼层
香山公馆 3室2厅 78.9万,78.9,6484,香山公馆 ,3室2厅 ,121.7, 中楼层
永兴上御 正规小区全明双南采光好房型佳得房率高,76,5508,永兴上御 ,3室2厅 ,138, 高楼层
毛坯回迁房，总价低，后期可以过户,45,5295,柯山花园一期 ,2室1厅 ,85, 高楼层
畔水美庭 3室2厅 50万,50,4465,畔水美庭 ,3室2厅 ,112, 中楼层
大润发商圈 东冠逸景 9层电梯洋房3房 含永 久车位,130,11112,东冠逸景 ,3室2厅 ,117, 中楼层
国华御锦园1楼，精装 包含车库一间 长征在隔壁,98,9334,国华御锦园 ,2室2厅 ,105, 低楼层
亿力未来城三期  小区环境优美 出行方便,168,12000,亿力未来城三期 ,3室2厅 ,140, 高楼层
九龙湖金泽苑叠加房，房源较少，欲购从速,165,10426,九龙湖金泽苑 ,3室2厅 ,158.26, 中楼层
运河城逸翠园三房108平80万有车库,80,7408,运河城逸翠园 ,3室1厅 ,108, 高楼层
阳光湖一号，多层带阁楼，温馨三房诚意出售,79,8054,中央华府 ,3室2厅 ,98.1, 高楼层
朝阳 二室南一室北 此房中高层 采光无遮挡 南北通透,198,13944,绿地世纪城五期 ,3室2厅 ,142, 中楼层
现代名流   满五唯一  有车库   精装基本未住,69.8,6233,现代名流花苑 ,3室2厅 ,112, 中楼层
东湖翠景苑 3室2厅 精装修含车库含阁楼,77.9,6659,东湖翠景苑 ,3室2厅 ,117, 高楼层
亿力未来城五期  小区环境优美  出行方便,165,11620,亿力未来城五期 ,3室2厅 ,142, 高楼层
环境好 璟和名城 四室两厅 房东诚心出售,168,10455,璟和名城 ,4室2厅 ,160.7, 低楼层
河畔花城大面积毛坯房，可任意装修。,175,8216,河畔花城 ,6室2厅 ,213, 高楼层
郁金蓝湾旁 书院名居 三房两厅两卫 户型方正 全天采光,91,8231,书院名居 ,3室2厅 ,110.56, 高楼层
此房已满五年，简单装修，拎包即住,83,8878,皇冠国际 ,2室2厅 ,93.5, 高楼层
全新毛坯，水电已改，全明户型，楼层适中，采光无遮挡,95,8825,中茵春天里翰林花园III-IV期 ,3室2厅 ,107.66, 中楼层
此房满二年，户型方正采光好看房方便,95,6986,力天健康城 ,3室2厅 ,136, 高楼层
鑫景湾，设施齐全，交通便捷，环境好。,140,11571,鑫景湾 ,3室2厅 ,121, 中楼层
剑桥印象 纯毛坯 户型通透 楼层好 视野宽阔,68,6602,剑桥印象 ,3室2厅 ,103, 中楼层
此房满2年，视野开阔，采光充足，配套设施齐全,111.8,8470,秦汉华府 ,3室2厅 ,132, 高楼层
此房满五唯一 户型周正 视线好 全天采光无遮挡,82,7962,金榜花园 ,3室1厅 ,103, 高楼层
锦绣前城 3室2厅 77.8万,77.8,6117,锦绣前城 ,3室2厅 ,127.2, 高楼层
总价低 单价低 房子看中价格还可以再谈,88,8000,书院名居 ,3室2厅 ,110, 低楼层
采光通透，户型方正，交通便利，设施齐全，素质较好,115,9767,越河小区 ,3室2厅 ,117.75, 中楼层
采光通透，户型方正，交通便利，设施齐全，素质较好,108,11740,亿力未来城二期 ,2室2厅 ,92, 低楼层
叶与城，满2年，毛坯，出售、、，,115,7188,叶与城 ,3室1厅 ,160, 高楼层
恒大名都旁小区，小区坏境好，出行方便。,79,7746,中央华府 ,3室2厅 ,102, 高楼层
门口是柯山路 ，西边是北京路，东边是淮海路，,114,8498,力天健康城 ,3室2厅 ,134.16, 低楼层
当别人在犹豫的时候  你的机会就来了,120,8634,中交香槟国际 ,4室2厅 ,139, 中楼层
钥匙房 飞机户型西边户 一楼带院子 纯毛坯随心装,87.8,8130,领秀花都 ,3室2厅 ,108, 低楼层
急卖钥匙房  满五唯一飞机户型买一层得一层 拎包即住,106,10034,炎黄嘉园 ,3室2厅 ,105.65, 低楼层
淮阴区豪景华庭精装拎包入住急售,96,8136,豪景华庭 ,3室2厅 ,118, 低楼层
温州花苑   满五唯一  有公共车库 五岛湖景观房,67.8,6969,温州花苑(涟水县) ,3室2厅 ,97.3, 高楼层
此房满2年，南北通格局，采光充足，配套设施齐,140,10389,新城市广场(淮安区) ,3室2厅 ,134.77, 低楼层
钥匙房中天名人湾 满二唯一 西边户 纯毛坯到手就装修,51.8,4981,中天名人湾 ,3室2厅 ,104, 低楼层
房子户型好，交通便利，采光无遮挡,84.6,6158,南浦佳园 ,3室2厅 ,137.4, 低楼层
房子还是毛坯的！户型也是不错的，采光也还可以！,112,8063,丰球和园 ,3室1厅 ,138.92, 中楼层
九龙湖金泽苑 复式好户型  有50平大院子,270,12630,九龙湖金泽苑 ,5室2厅 ,213.79, 中楼层
金色华府    看房方便  业主急售,78.8,6567,金色华府 ,3室2厅 ,120, 中楼层
莱茵风情 采光通透 户型方正 看房方便 业主急售,75.8,6955,莱茵风情 ,3室2厅 ,109, 中楼层
金榜花园旁剑桥佳苑装修好两房诚心出售有钥匙随时看房,65,7304,剑桥佳苑 ,2室2厅 ,89, 高楼层
红日公寓 电梯房纯毛坯二室 随意装修 采光无遮挡,38,4296,红日公寓 ,2室1厅 ,88.47, 中楼层
叶与城西区 3室2厅 112万,112,8750,叶与城西区 ,3室2厅 ,128, 高楼层
房东诚心急售富春花园房子，随时看房,126,8457,富春花园 ,3室2厅 ,149, 高楼层
科安国际花园 三室两厅两卫 位置好 价格公道,73,6365,科安国际花园 ,3室2厅 ,114.69, 低楼层
越河小区万达商圈，高层视野好，电梯房！,105,11053,盛和名都 ,2室2厅 ,95, 低楼层
中南世纪锦城 3室2厅 99万,99,9167,中南世纪锦城 ,3室2厅 ,108, 低楼层
地段很好，楼层适中，采光极好。,178,12806,水韵天成银杏苑 ,3室2厅 ,139, 高楼层
力天健康城 2室2厅 72万,72,7823,力天健康城 ,2室2厅 ,92.04, 低楼层
迎春嘉园中层 3房109平方精装修 车库一间,106,9782,迎春嘉园 ,3室2厅 ,108.37, 中楼层
银河湾花园 套型号 公摊少 房东诚心出售,108,8317,银河湾花园 ,3室2厅 ,129.87, 低楼层
楼层好，视野开阔，采光充足，小区物业环境优美,94,9216,天恒王府 ,3室2厅 ,102, 高楼层
户型方正，环境优美，随时可以看房。,215,10094,白鹭湖庄园沁园 ,5室2厅 ,213, 3层  
户型方正，环境优美，房主诚意出售 随时可以看房。,130,8966,丰球和园 ,3室2厅 ,145, 中楼层
大学城商圈 明光花园 精装三房 房东急售,72,7624,明光花园 ,3室2厅 ,94.44, 高楼层
河畔花城顶楼复式靠翔宇大道里运河的风光随时看房,196,9246,河畔花城 ,5室2厅 ,212, 高楼层
小区绿化高、环境优美、居住环境优美、,72,6729,晓庄教师公寓 ,3室2厅 ,107, 高楼层
兰亭绿城好楼层 毛坯3房户型佳采光佳,78,6783,兰亭绿城 ,3室2厅 ,115, 低楼层
罗马假日 楼层好 适合老人孩子居住,76,8352,罗马假日 ,3室2厅 ,91, 低楼层
蓝天学府 3室2厅 95万,95,8797,蓝天学府 ,3室2厅 ,108, 中楼层
中南世纪锦城 3室1厅 100万,100,9243,中南世纪锦城 ,3室1厅 ,108.19, 低楼层
鼎立香榭丽南区别墅，  拎包 入住,185,11213,鼎立香榭丽花苑南区 ,4室2厅 ,165, 4层  
康城明珠，位置安静，交通便利，随时看房,168,12445,康城明珠南区 ,3室2厅 ,135, 低楼层
湖滨花苑 好楼层   采光通透 看房方便  业主急售,70,6360,湖滨花苑 ,3室2厅 ,110.08, 中楼层
房子为商品房。满五。精装修，一房朝阳 家电齐全,60,6026,畔水美庭 ,3室2厅 ,99.58, 高楼层
此房是现房，楼层好，户型方正，采光好，没满2年。,112,7517,中茵春天里翰林花园III-IV期 ,5室2厅 ,149, 高楼层
大学城郁金蓝湾毛坯现房3房两卫 全明户型 景观房,96,7560,郁金蓝湾 ,3室2厅 ,127, 中楼层
淮安富丽瑞锦苑 3室2厅 93万,93,6941,淮安富丽瑞锦苑 ,3室2厅 ,134, 高楼层
网红桥下大三房， 楼层俱佳 ，采光无任何遮挡。。。,104,8063,海润枫景佳苑 ,3室2厅 ,129, 高楼层
房子是毛坯的！户型方正房东诚心出售 采光好,70,6543,清新花苑南区 ,3室2厅 ,107, 高楼层
黄元小区 4室2厅 76万,76,6090,黄元小区 ,4室2厅 ,124.8, 低楼层
中南三期，三开间朝南，通透性强，满两年！,112,11090,中南世纪城三期玺园 ,3室2厅 ,101, 低楼层
长征旁 户型方正南北通风 精装修不烦神 两卧客厅朝阳,113,11531,文华名邸 ,3室2厅 ,98, 中楼层
"：
此房满两年，南北通格局，采光充足，配套设施齐",130,10794,新城市广场(淮安区) ,3室2厅 ,120.44, 高楼层
此房源 楼层好 阳光充足 小区设备齐全 户型无改动,86,7247,中央华府 ,3室2厅 ,118.67, 高楼层
力天健 康城 毛坯 房看房方 便,65,7387,力天健康城 ,2室2厅 ,88, 低楼层
高架旁 科安国际花园 两房朝南 客厅朝南 南北通透,73,6348,科安国际花园 ,3室2厅 ,115, 中楼层
书院名居  硬装2房  户型方正 采光好,75,8545,书院名居 ,2室2厅 ,87.78, 中楼层
毛坯3房  户型方正  环境优美,115,10268,翔宇海棠广场 ,3室2厅 ,112, 低楼层
户型方正，环境优美，房主诚意出售 随时可以看房。,65,6019,清新花苑南区 ,3室2厅 ,108, 中楼层
房东诚心出售上海路旁 公园9号房2+1简单装修,70,9211,公园北路9号 ,2室1厅 ,76, 高楼层
交通便利，配套齐全， 楼层高，视野开阔无遮挡。,75,7979,力天健康城 ,2室2厅 ,94, 高楼层
华德力三室双阳台 楼层好采光佳 看房方便,85,8269,华德力运河城 ,3室2厅 ,102.8, 中楼层
香溢花城 红小陪读，交通便利，近万达，环境优美,87,7468,香溢花城 ,3室2厅 ,116.5, 低楼层
梁红玉路如意里顶楼复式 单价便宜随时看房,144.5,6622,如意里 ,5室3厅 ,218.23, 高楼层
江淮景城电梯好楼层，毛坯随意装。,99,7416,江淮景城 ,3室2厅 ,133.51, 高楼层
房子是精装修，保养的很好；户型方方正正,190,10556,长岛花园 ,4室2厅 ,180, 低楼层
深圳路上 世袭雅园 小高层 采光无遮挡,82,7810,世袭雅园 ,3室2厅 ,105, 高楼层
中间楼层，前面无遮挡，视野开阔.,108,10800,香格里拉D区 ,2室1厅 ,100, 低楼层
金色华府，有钥匙，毛坯，看房方便,62.8,5414,金色华府 ,3室2厅 ,116, 中楼层
华德力 毛坯三房 户型好 采光好。诚心出售,85,8253,华德力运河城 ,3室2厅 ,103, 低楼层
南浦佳园，毛坯两房，满2年了，，，，,65,5804,南浦佳园 ,3室2厅 ,112, 高楼层
黄河花园十六地块采光好，有车库，精装修,100,8334,黄河花园十六地块 ,3室2厅 ,120, 中楼层
大学城春天里多层4楼 户型正采光好 拎包入住,95,8637,中茵春天里翰林花园III-IV期 ,3室2厅 ,110, 中楼层
河畔花城精装修拎包入住靠翔宇大道里运河,99,9854,河畔花城 ,3室1厅 ,100.47, 中楼层
开发区碧桂园隔壁，米兰花园，毛坯三室，有钥匙,89,7195,米兰花园 ,3室2厅 ,123.7, 高楼层
板闸家园 户型方正、采光充足、楼层好,68,7158,板闸家苑 ,3室2厅 ,95, 中楼层
华德力运河城 7室2厅 165万,165,6347,华德力运河城 ,7室2厅 ,260, 中楼层
小区地理位置好，交通便利，出行方便,205,14237,水韵天成银杏苑 ,4室2厅 ,144, 中楼层
世袭雅园精装修多层拎包入住有车库20平方,103,8060,世袭雅园 ,5室2厅 ,127.8, 高楼层
国华御景园 大三房 带轿车库 拎包即住,140,10295,国华御锦园 ,3室2厅 ,136, 低楼层
房子是简单装修，保养的很好；户型方方正正,65,7066,清新花苑北区 ,2室2厅 ,92, 中楼层
此房户型方正，阳光充足无遮挡，采光好，楼层佳。,118,9366,金色阳光城 ,3室2厅 ,126, 中楼层
城南网红楼盘 学府名 门 电梯洋房1楼 采光无遮挡,110,8871,学府名门 ,3室2厅 ,124, 低楼层
福晟钱隆城 3室2厅 93万,93,7658,福晟钱隆城 ,3室2厅 ,121.45, 低楼层
新城市广场 毛坯两房 任意装修 有钥匙 随时看,75,7615,新城市广场(淮安区) ,2室1厅 ,98.5, 中楼层
长征商圈 精装修三房两卫 拎包入住 采光好 有钥匙急卖,136.8,11465,文华名邸 ,3室2厅 ,119.32, 高楼层
楼层好，视野宽阔，采光充足，配套设施完善,83,9121,易郡龙腾 ,2室2厅 ,91, 高楼层
金色罗马   带大露台    有车库,98,6652,金色罗马 ,4室2厅 ,147.34, 高楼层
此房满两年，采光充足，无遮挡...............,71,6229,科安国际花园 ,3室2厅 ,114, 高楼层
石塔湖小区    三室一厅一卫  简单装修   户型方正,83.8,8803,石塔湖小区 ,3室2厅 ,95.2, 高楼层
交通便利，周 边购物超市，餐饮娱乐多。,83,8993,科安国际花园 ,2室2厅 ,92.3, 中楼层
象富华庭  看房方便  业主急售,38,3487,象富华庭 ,3室1厅 ,109, 高楼层
恒大名都精装两房 新式装修 楼层好 楼下就是超市,76,8201,淮安恒大名都 ,2室2厅 ,92.68, 低楼层
房东诚心出售，视野开阔，采光无遮挡，配套设施齐全,88,7720,翡翠城花园 ,3室2厅 ,114, 高楼层
全新精装三房，现代轻奢风，拎包即住，三房朝南有钥匙,92.8,9010,翰林花园 ,3室2厅 ,103, 低楼层
此房楼层比较好，采光没有遮挡，视野开阔,115,7208,郁金蓝湾 ,4室2厅 ,159.56, 高楼层
万香国际 多层精装三室 拧包就住 出行方便,77,7716,万香国际 ,3室2厅 ,99.8, 中楼层
户型方正，交通便利，设施齐全。环境优雅,158,15355,绿地世纪城一期 ,3室2厅 ,102.9, 低楼层
郁金蓝湾大三房，户型凡购，格局合理分明,99,7796,郁金蓝湾 ,3室2厅 ,127, 中楼层
弘瑞冠邸 品质三房 老证 有钥匙 随时看房,82,7962,弘瑞冠邸 ,3室2厅 ,103, 低楼层
科安国际花园           3室毛坯,80,6957,科安国际花园 ,3室1厅 ,115, 高楼层
户型方正、楼层好、采光好、视野好,125,9058,中南世纪锦城 ,4室2厅 ,138, 低楼层
金满华府 主干道淮海路边上交通便利 毛坯任意装,60,7143,金满華府 ,2室1厅 ,84.01, 高楼层
福晟钱隆城，大面积，中间楼层，户型方正，看房方便,107,7767,福晟钱隆城 ,4室2厅 ,137.78, 中楼层
前进小区 户型方正  有钥匙 看房方便,85,9884,前进小区一区 ,2室2厅 ,86, 高楼层
金地中心 2室2厅 140万,140,12670,金地中心 ,2室2厅 ,110.5, 低楼层
此房满2 年。精装修，看房提前联系,72,8438,淮安恒大名都 ,2室2厅 ,85.33, 高楼层
2室2厅毛坯，中间楼层 不满2年,67,7280,力天健康城 ,2室2厅 ,92.04, 中楼层
恒大名都三期新交付精装修122平大三房,100,8170,恒大名都三期 ,3室2厅 ,122.41, 低楼层
中 央华府 一楼带院子 毛坯 看房一钥匙,105,10522,中央华府 ,3室2厅 ,99.8, 低楼层
金辉天鹅湾 楼层好 采光佳 户型方正通透 看房方便,106,9138,金辉天鹅湾 ,3室2厅 ,116, 高楼层
上学方便，3开间朝南户型，居家精装，带8平车库。,95,7662,东方豪城 ,3室2厅 ,124, 高楼层
此房四房两厅两卫，户型方正，采光充足，交通便利,132,8980,蓝惠首府 ,4室2厅 ,147, 高楼层
华德力运河城 3室2厅 110万,110,8594,华德力运河城 ,3室2厅 ,128, 高楼层
钵池山公园 璟和名城 诚心出售 楼层好 位置好,135,9748,璟和名城 ,4室2厅 ,138.5, 低楼层
华德力运河城 毛坯小洋房 网红桥边,260,10736,华德力运河城 ,6室3厅 ,242.18, 中楼层
绿地世纪城四期 小三房 单价低 随时可看房,156.8,14101,绿地世纪城四期 ,3室2厅 ,111.2, 高楼层
翰林花园普装三房，诚心出售，看房提前预约,92,8831,翰林花园 ,3室2厅 ,104.19, 中楼层
郁金蓝湾东边户，户型方正，楼层中上采光刺眼,108,8451,郁金蓝湾 ,3室2厅 ,127.8, 高楼层
此房全明户型，视野好，全天采光,148,9935,香水郡 ,3室2厅 ,148.97, 中楼层
房东想到外地区，所以才出手价格不高，把房卖了,86.5,7747,水沐清华 ,3室2厅 ,111.67, 高楼层
云梦清河二期 电梯房高层 三房毛坯 景观好,133,9012,云梦清河 ,3室2厅 ,147.59, 高楼层
力天健康城，三房朝阳，毛坯可随着自己的心意装修。,115,7667,力天健康城 ,3室2厅 ,150, 高楼层
锦绣江南多层，采光好户型佳，诚心出售！,72,8575,锦绣江南花园 ,2室2厅 ,83.97, 高楼层
小区绿化高，环境好 ，高层楼间距大，采光好。满2年,65,7066,东湖翠景苑 ,3室1厅 ,92, 高楼层
香格里拉E区 3室2厅 113万,113,10000,香格里拉E区 ,3室2厅 ,113, 中楼层
金色阳光城婚房装修  经典户型  室内面积大,95,10521,金色阳光城 ,3室2厅 ,90.3, 低楼层
小区地理位置好，交通便利，出行方便,185,13603,亿力未来城三期 ,3室2厅 ,136, 中楼层
樱花小区 2室2厅 79.8万,79.8,9641,樱花小区 ,2室2厅 ,82.78, 中楼层
